seqnames,start,end
chr6,1310299,1310400
chr6,1310799,1311200
chr6,1326599,1326700
chr6,1377999,1379900
chr6,1383299,1386000
chr6,1387599,1388400
chr6,1388799,1389300
chr6,1390599,1391300
chr6,1392599,1394900
chr6,1409999,1410100
chr6,1425499,1425600
chr6,1524099,1524300
chr6,1594599,1594900
chr6,1601299,1601700
chr6,1604899,1606300
chr6,1606699,1607300
chr6,1607699,1607900
chr6,1608299,1608800
chr6,1613899,1615100
chr6,1619399,1620500
chr6,1624399,1626300
chr6,1643399,1643500
chr6,1659899,1660100
chr6,1671099,1671200
chr6,1709299,1709500
chr6,1900899,1901000
chr6,1904499,1904600
chr6,1917799,1917900
chr6,2124299,2124700
chr6,2126599,2126700
chr6,2127499,2127900
chr6,2141399,2142000
chr6,2386399,2386500
chr6,2729399,2729500
chr6,2770099,2770300
chr6,2782999,2783500
chr6,2793699,2793900
chr6,2795999,2796100
chr6,2797099,2797200
chr6,2798599,2799000
chr6,2837699,2837800
chr6,2840599,2840700
chr6,2841199,2842100
chr6,2854099,2854200
chr6,2854699,2855200
chr6,2857599,2858500
chr6,2875299,2876600
chr6,2898499,2898700
chr6,2902199,2903700
chr6,2909099,2909300
chr6,2943399,2943500
chr6,2958399,2958600
chr6,3023099,3024600
chr6,3053599,3053700
chr6,3135599,3135700
chr6,3228199,3230000
chr6,3231199,3232500
chr6,3260799,3260900
chr6,3421799,3421900
chr6,3623699,3623800
chr6,3651099,3651200
chr6,3664899,3665000
chr6,3738899,3739000
chr6,3741699,3741800
chr6,3750399,3750900
chr6,3752399,3752900
chr6,3758199,3758300
chr6,3813199,3813600
chr6,3940099,3940200
chr6,3943099,3943200
chr6,4460799,4460900
chr6,4661099,4661200
chr6,4738799,4738900
chr6,4774699,4775500
chr6,5025799,5026700
chr6,5068499,5068600
chr6,5084299,5084500
chr6,5086199,5086400
chr6,5087699,5087800
chr6,5107999,5108300
chr6,5136099,5136200
chr6,5152499,5152600
chr6,5282399,5282700
chr6,5294699,5294800
chr6,5458099,5458200
chr6,5632399,5632500
chr6,5672299,5672400
chr6,5723899,5724200
chr6,5828399,5828600
chr6,5838199,5838300
chr6,5850799,5851700
chr6,5994199,5996300
chr6,5996899,5997800
chr6,5998499,6000500
chr6,6001699,6005000
chr6,6007199,6007900
chr6,6009199,6009300
chr6,6319899,6320600
chr6,6503199,6503300
chr6,6515799,6515900
chr6,6546099,6547000
chr6,6636999,6637100
chr6,6659799,6659900
chr6,6694899,6695000
chr6,6701999,6702100
chr6,6711699,6712200
chr6,6712799,6713400
chr6,6716899,6717000
chr6,6725799,6726100
chr6,6737299,6737600
chr6,6746699,6746800
chr6,6806899,6807000
chr6,6826299,6826400
chr6,6856599,6856900
chr6,6885699,6885800
chr6,6893499,6893600
chr6,6900699,6900900
chr6,6942999,6943100
chr6,7051799,7052700
chr6,7073899,7074000
chr6,7086599,7086800
chr6,7087799,7087900
chr6,7106699,7107200
chr6,7130299,7130400
chr6,7154799,7155100
chr6,7166399,7166600
chr6,7223399,7223500
chr6,7224999,7225300
chr6,7282299,7282400
chr6,7314799,7314900
chr6,7324499,7324700
chr6,7431299,7431500
chr6,7468799,7468900
chr6,7526999,7527100
chr6,7540699,7540900
chr6,7561199,7561700
chr6,7693999,7694200
chr6,7698299,7698500
chr6,7996699,7996800
chr6,9606899,9607100
chr6,10112999,10113600
chr6,10180199,10180300
chr6,10380799,10383000
chr6,10384499,10386000
chr6,10389399,10392100
chr6,10392999,10393200
chr6,10395499,10395800
chr6,10398099,10398700
chr6,10401099,10401300
chr6,10415699,10416400
chr6,10416899,10418000
chr6,10418399,10419500
chr6,10419999,10422900
chr6,10425199,10426700
chr6,10495099,10495300
chr6,10524199,10524400
chr6,10533899,10534000
chr6,10535099,10535200
chr6,10536499,10536600
chr6,10655799,10656100
chr6,10660099,10660200
chr6,10691199,10691500
chr6,10881499,10884600
chr6,10886499,10887700
chr6,11115899,11116000
chr6,11196699,11196800
chr6,11229299,11229400
chr6,11382099,11382300
chr6,11497199,11497300
chr6,11540299,11540400
chr6,11729099,11729200
chr6,11732199,11732400
chr6,11778599,11778700
chr6,12047399,12047500
chr6,12208399,12208500
chr6,12287899,12288000
chr6,12338099,12338200
chr6,12749099,12749200
chr6,12749699,12750200
chr6,13014799,13014900
chr6,13034199,13034300
chr6,13068899,13069000
chr6,13141499,13141600
chr6,13272099,13273100
chr6,13273799,13274300
chr6,13294799,13295400
chr6,13307599,13307700
chr6,13331599,13331700
chr6,13338299,13338400
chr6,13406399,13406500
chr6,13407999,13408200
chr6,13412599,13412700
chr6,13419499,13419900
chr6,13427799,13428800
chr6,13483399,13483500
chr6,13488199,13488600
chr6,13526999,13527200
chr6,13766599,13766800
chr6,13767499,13767700
chr6,13859799,13860200
chr6,14108799,14109100
chr6,14118199,14118300
chr6,14136399,14136500
chr6,14211599,14211700
chr6,14271199,14271300
chr6,14311099,14311200
chr6,14385999,14386100
chr6,14442399,14442600
chr6,14452999,14453500
chr6,14472999,14473200
chr6,14478999,14479100
chr6,14616799,14616900
chr6,14665999,14666100
chr6,14719399,14719500
chr6,14722899,14723000
chr6,14857599,14857800
chr6,14877199,14877300
chr6,14910699,14910900
chr6,14921199,14921400
chr6,15066899,15067200
chr6,15133399,15133500
chr6,15223199,15223300
chr6,15266399,15266600
chr6,15267599,15267700
chr6,15288899,15289000
chr6,15295299,15295400
chr6,15297299,15297400
chr6,15299599,15299800
chr6,15306099,15306200
chr6,15315799,15315900
chr6,15330299,15330500
chr6,15331699,15332200
chr6,15338999,15339100
chr6,15345999,15346100
chr6,15355699,15356400
chr6,15390299,15390500
chr6,15403999,15404100
chr6,15463699,15463800
chr6,15489399,15489500
chr6,15490399,15490600
chr6,15502399,15502500
chr6,15505099,15505200
chr6,15549599,15549700
chr6,15734299,15734400
chr6,15872199,15872300
chr6,15997299,15997400
chr6,16059799,16059900
chr6,16179999,16180200
chr6,16200499,16200800
chr6,16215299,16215500
chr6,16216699,16216900
chr6,16224599,16224700
chr6,16231099,16231200
chr6,16237899,16238200
chr6,16251499,16251600
chr6,16320099,16320400
chr6,16322899,16323000
chr6,16700599,16701100
chr6,16706599,16706700
chr6,16749399,16749500
chr6,16768899,16769000
chr6,16836799,16836900
chr6,16849999,16850100
chr6,17015799,17016400
chr6,17102299,17102500
chr6,17280499,17281000
chr6,17281999,17282100
chr6,17741499,17741600
chr6,17744399,17744500
chr6,17881599,17881700
chr6,18277199,18277700
chr6,18501599,18501700
chr6,19691099,19692200
chr6,19719799,19719900
chr6,19836699,19836900
chr6,19892299,19892500
chr6,19959799,19959900
chr6,20023799,20024500
chr6,20173699,20173800
chr6,20174199,20174300
chr6,20213299,20213400
chr6,20279099,20279200
chr6,20319799,20320300
chr6,20409799,20409900
chr6,20411499,20411700
chr6,20414199,20414300
chr6,20458299,20458400
chr6,20468099,20468200
chr6,20546399,20546500
chr6,20833899,20834000
chr6,21441499,21441600
chr6,21462999,21463100
chr6,21479499,21479600
chr6,21586999,21587100
chr6,21665199,21667700
chr6,21791499,21791600
chr6,21808699,21808900
chr6,21847299,21847500
chr6,21966099,21966200
chr6,21970699,21970800
chr6,22025499,22025700
chr6,22062899,22063400
chr6,22147099,22147300
chr6,22884599,22884700
chr6,23180599,23180700
chr6,24357499,24358000
chr6,24494299,24494600
chr6,24547299,24547500
chr6,24757899,24758000
chr6,24776499,24776600
chr6,24850899,24851000
chr6,24859199,24859300
chr6,24909599,24910800
chr6,24919799,24919900
chr6,24922599,24922700
chr6,24935799,24936000
chr6,24951399,24951500
chr6,25027399,25027500
chr6,25035499,25035600
chr6,25039199,25039300
chr6,25041699,25042400
chr6,25055999,25056100
chr6,25056499,25056600
chr6,25057199,25057300
chr6,25179799,25179900
chr6,25404699,25404800
chr6,25537899,25538000
chr6,25999599,25999700
chr6,26017299,26018000
chr6,26020699,26020800
chr6,26021699,26022000
chr6,26033899,26034300
chr6,26043099,26044800
chr6,26045399,26045800
chr6,26060499,26060600
chr6,26087299,26088100
chr6,26171699,26173400
chr6,26183299,26184200
chr6,26188299,26189200
chr6,26233299,26234800
chr6,26240199,26241300
chr6,26249699,26251000
chr6,26251599,26252100
chr6,26259399,26259500
chr6,26270599,26274500
chr6,26299699,26299800
chr6,26304799,26305000
chr6,26305499,26305600
chr6,26319999,26320100
chr6,26327599,26328600
chr6,26331399,26331500
chr6,26501499,26502000
chr6,26521799,26522300
chr6,26550499,26550900
chr6,26576999,26577600
chr6,26577999,26578100
chr6,26613499,26614800
chr6,26743099,26744600
chr6,26744999,26745100
chr6,26745899,26746000
chr6,26749099,26749700
chr6,26754399,26755700
chr6,26756099,26756600
chr6,27091699,27092200
chr6,27096699,27097500
chr6,27133799,27134000
chr6,27139199,27140000
chr6,27205699,27206400
chr6,27214899,27215200
chr6,27236399,27236500
chr6,27237899,27239000
chr6,27250599,27251200
chr6,27251799,27251900
chr6,27260399,27261200
chr6,27267899,27268200
chr6,27275099,27275300
chr6,27279899,27280000
chr6,27280699,27280800
chr6,27282999,27284400
chr6,27288099,27288400
chr6,27290599,27290700
chr6,27291099,27291500
chr6,27296399,27296500
chr6,27311999,27312400
chr6,27374699,27375200
chr6,27495299,27495900
chr6,27515099,27515200
chr6,27544699,27545800
chr6,27557799,27558500
chr6,27566099,27566600
chr6,27592099,27592200
chr6,27593399,27593500
chr6,27594399,27594500
chr6,27605699,27605900
chr6,27631199,27631500
chr6,27679399,27679500
chr6,27679899,27681200
chr6,27694099,27694400
chr6,27757299,27757800
chr6,27777299,27777400
chr6,27810199,27810800
chr6,27814699,27814800
chr6,27815199,27815500
chr6,27823799,27824500
chr6,27830799,27831800
chr6,27864199,27864700
chr6,27866699,27867700
chr6,27871799,27874000
chr6,27890299,27891400
chr6,28001599,28001700
chr6,28091099,28091500
chr6,28207299,28208600
chr6,28211899,28212100
chr6,28259199,28259400
chr6,28357099,28357200
chr6,28399299,28400300
chr6,28444499,28444700
chr6,28446899,28447400
chr6,28488899,28490700
chr6,28491299,28491600
chr6,28525799,28525900
chr6,28536999,28537700
chr6,28543599,28544200
chr6,28553899,28554400
chr6,28589199,28590400
chr6,28606599,28607200
chr6,28616199,28616700
chr6,28635799,28636200
chr6,28643499,28643600
chr6,28673799,28674600
chr6,28693299,28694400
chr6,28709099,28710200
chr6,28734099,28734600
chr6,28737099,28737400
chr6,28737799,28738000
chr6,28738399,28739200
chr6,28772099,28774600
chr6,28775199,28776100
chr6,28777099,28777200
chr6,28781599,28782100
chr6,28782799,28783200
chr6,28783999,28784400
chr6,28785899,28786400
chr6,28789099,28789500
chr6,28789999,28790100
chr6,28794099,28794400
chr6,28810299,28810900
chr6,28812899,28813600
chr6,28813999,28814700
chr6,28816599,28817400
chr6,28917799,28917900
chr6,28977299,28977900
chr6,28988399,28989100
chr6,29011399,29011800
chr6,29553499,29554100
chr6,29627299,29627900
chr6,29680199,29680300
chr6,29702699,29702800
chr6,29724099,29724400
chr6,29748299,29748600
chr6,29749399,29749500
chr6,29792099,29793000
chr6,29827799,29828700
chr6,29850099,29850600
chr6,29887299,29888200
chr6,29926199,29927400
chr6,29942199,29943800
chr6,29975199,29975900
chr6,30006199,30007700
chr6,30071299,30071800
chr6,30074899,30075700
chr6,30127499,30128200
chr6,30171999,30172600
chr6,30260099,30260300
chr6,30450999,30452100
chr6,30452799,30453400
chr6,30463699,30464400
chr6,30481399,30481500
chr6,30490199,30490500
chr6,30491199,30491500
chr6,30515699,30516000
chr6,30518599,30518800
chr6,30640499,30640600
chr6,30680899,30681000
chr6,30681599,30681700
chr6,30684399,30686100
chr6,30723899,30724000
chr6,30730499,30730700
chr6,30743099,30744900
chr6,30769099,30769800
chr6,30892399,30892500
chr6,30955399,30956000
chr6,30993099,30993200
chr6,31001399,31001500
chr6,31120699,31120800
chr6,31142799,31142900
chr6,31196599,31196700
chr6,31308399,31308900
chr6,31355999,31356200
chr6,31400399,31400800
chr6,31548299,31548400
chr6,31558099,31559000
chr6,31575299,31575400
chr6,31580499,31580800
chr6,31581699,31582200
chr6,31587699,31587800
chr6,31615899,31616200
chr6,31681799,31681900
chr6,31723099,31723800
chr6,31725499,31725600
chr6,31767799,31767900
chr6,31797799,31797900
chr6,31813499,31813600
chr6,31862399,31863700
chr6,31864099,31864300
chr6,31900199,31900300
chr6,31947099,31947200
chr6,31970899,31971000
chr6,31971399,31971500
chr6,32037499,32037600
chr6,32148199,32149300
chr6,32151699,32152200
chr6,32153399,32153600
chr6,32170499,32170600
chr6,32187199,32187300
chr6,32191999,32192100
chr6,32193299,32193500
chr6,32255199,32255600
chr6,32664699,32665500
chr6,32840699,32840900
chr6,32842999,32843100
chr6,32843699,32843800
chr6,32845099,32845900
chr6,32854999,32855200
chr6,33009299,33009900
chr6,33073399,33073500
chr6,33092099,33092200
chr6,33116999,33117100
chr6,33192199,33192600
chr6,33193499,33193600
chr6,33214199,33214300
chr6,33226699,33226800
chr6,33277599,33278200
chr6,33343899,33344100
chr6,33431299,33431400
chr6,33431999,33432900
chr6,33433699,33433800
chr6,33440799,33440900
chr6,33512399,33512500
chr6,33521699,33521800
chr6,33578399,33578500
chr6,33578899,33579300
chr6,33592799,33593500
chr6,33680199,33680300
chr6,33692699,33693400
chr6,33694399,33694700
chr6,33731799,33732300
chr6,33744899,33745000
chr6,33760799,33760900
chr6,33798099,33798200
chr6,33800699,33800800
chr6,33839999,33840100
chr6,33905299,33905400
chr6,33975599,33976300
chr6,33988399,33988600
chr6,34031599,34031700
chr6,34058799,34059000
chr6,34066099,34066200
chr6,34145999,34146200
chr6,34151499,34151600
chr6,34182799,34182900
chr6,34235299,34236600
chr6,34244199,34244500
chr6,34272199,34273300
chr6,34283199,34283300
chr6,34286799,34286900
chr6,34288799,34288900
chr6,34315899,34316000
chr6,34370999,34371400
chr6,34484999,34485100
chr6,34514599,34514700
chr6,34522099,34522200
chr6,34537499,34537600
chr6,34550999,34551300
chr6,34552099,34552500
chr6,34552999,34553100
chr6,34555699,34555800
chr6,34567599,34567700
chr6,34663999,34664100
chr6,34672099,34672300
chr6,34962899,34963000
chr6,35048199,35049000
chr6,35049999,35050100
chr6,35057999,35058300
chr6,35058899,35059000
chr6,35063099,35063400
chr6,35081599,35081800
chr6,35090199,35090300
chr6,35140899,35141300
chr6,35213499,35213800
chr6,35214599,35214800
chr6,35300299,35300500
chr6,35310399,35310600
chr6,35370199,35370300
chr6,35371499,35371600
chr6,35377299,35377400
chr6,35394099,35394300
chr6,35410899,35411400
chr6,35485999,35486700
chr6,35492999,35493200
chr6,35497999,35498300
chr6,35503499,35503700
chr6,35511499,35512400
chr6,35718099,35718300
chr6,35720099,35720600
chr6,35745699,35745800
chr6,35776899,35777000
chr6,35907999,35908100
chr6,36024099,36024700
chr6,36030399,36031100
chr6,36033299,36033500
chr6,36051099,36051200
chr6,36118499,36118600
chr6,36127699,36127900
chr6,36130999,36131500
chr6,36241899,36242300
chr6,36248399,36248700
chr6,36285199,36285500
chr6,36291099,36291500
chr6,36306299,36306500
chr6,36319499,36319600
chr6,36333899,36334100
chr6,36362999,36363100
chr6,36387799,36388400
chr6,36438599,36438700
chr6,36477999,36478100
chr6,36557499,36557600
chr6,36583899,36584000
chr6,36613399,36613500
chr6,36628999,36629400
chr6,36660699,36661100
chr6,36685599,36686300
chr6,36692899,36693000
chr6,36697699,36697900
chr6,36755599,36756000
chr6,36769599,36769900
chr6,36770799,36770900
chr6,36772599,36772700
chr6,36827499,36827900
chr6,36830299,36830400
chr6,36835099,36835200
chr6,36839099,36839500
chr6,36849299,36849400
chr6,36849999,36850100
chr6,36943999,36944100
chr6,36954599,36954900
chr6,36962899,36963100
chr6,37007999,37008100
chr6,37026099,37026200
chr6,37043499,37043600
chr6,37049999,37050500
chr6,37125899,37126000
chr6,37174099,37174200
chr6,37176199,37176300
chr6,37177599,37177700
chr6,37183799,37184000
chr6,37188299,37188400
chr6,37191699,37191800
chr6,37205399,37205900
chr6,37214099,37214300
chr6,37302699,37302800
chr6,37314099,37314300
chr6,37396499,37396600
chr6,37517499,37517700
chr6,37520999,37521100
chr6,37536299,37536900
chr6,37551899,37552100
chr6,37570299,37570600
chr6,37583399,37583600
chr6,37619399,37619500
chr6,37644099,37644200
chr6,37705099,37706100
chr6,37783399,37784400
chr6,37877799,37877900
chr6,37937599,37937700
chr6,37970599,37970700
chr6,38155199,38155400
chr6,38714999,38715700
chr6,39048399,39049400
chr6,39088199,39088300
chr6,39102499,39102600
chr6,39226299,39226400
chr6,39227099,39227200
chr6,39227699,39228800
chr6,39312999,39314000
chr6,39314599,39314700
chr6,39431399,39431500
chr6,39736799,39736900
chr6,39792999,39793100
chr6,40586499,40587000
chr6,40715799,40716000
chr6,40720099,40720200
chr6,40754499,40755400
chr6,41028399,41028500
chr6,41201099,41201300
chr6,41239599,41239700
chr6,41272299,41272500
chr6,41279299,41279400
chr6,41333899,41334400
chr6,41369299,41369600
chr6,41371399,41372700
chr6,41373399,41376200
chr6,41406399,41406500
chr6,41426399,41427500
chr6,41451099,41451200
chr6,41469899,41471000
chr6,41492499,41492600
chr6,41503099,41503300
chr6,41504299,41504800
chr6,41547999,41548900
chr6,41560299,41561300
chr6,41626999,41627200
chr6,41638199,41639400
chr6,41653199,41653600
chr6,41683099,41683600
chr6,41707799,41708200
chr6,41723499,41723800
chr6,41724299,41724400
chr6,41726999,41727100
chr6,41756499,41756700
chr6,41894499,41894600
chr6,41940199,41940700
chr6,42007699,42008200
chr6,42010499,42010800
chr6,42016499,42016600
chr6,42022699,42022800
chr6,42027299,42027400
chr6,42027799,42028600
chr6,42031799,42031900
chr6,42042299,42042500
chr6,42083899,42084000
chr6,42104199,42105000
chr6,42136899,42137000
chr6,42147199,42147300
chr6,42166299,42166400
chr6,42177899,42178500
chr6,42198299,42198400
chr6,42279599,42279800
chr6,42333399,42333500
chr6,42364899,42365000
chr6,42367299,42368400
chr6,42373799,42374000
chr6,42390499,42390600
chr6,42407699,42407800
chr6,42423399,42423600
chr6,42429299,42429500
chr6,42448599,42448700
chr6,42727299,42727600
chr6,42770799,42771500
chr6,42774899,42775000
chr6,42799499,42799600
chr6,42894099,42894400
chr6,42911399,42912100
chr6,42941899,42942000
chr6,43114799,43114900
chr6,43116299,43116700
chr6,43243299,43243700
chr6,43246599,43246900
chr6,43247599,43248200
chr6,43269499,43270000
chr6,43274899,43275400
chr6,43275799,43276700
chr6,43284999,43285200
chr6,43308399,43309100
chr6,43391399,43391800
chr6,43393399,43394100
chr6,43510699,43510800
chr6,43576799,43576900
chr6,43644899,43645700
chr6,43702799,43702900
chr6,43725099,43725400
chr6,43760999,43761100
chr6,43775299,43775400
chr6,43795499,43795700
chr6,43796999,43797200
chr6,43838799,43839000
chr6,43887399,43887600
chr6,43924299,43924600
chr6,43939599,43939700
chr6,43998999,43999100
chr6,44000599,44000800
chr6,44002199,44003600
chr6,44024699,44024800
chr6,44041599,44041800
chr6,44058599,44059300
chr6,44076499,44076800
chr6,44157399,44157500
chr6,44166799,44167100
chr6,44176599,44177500
chr6,44192499,44192600
chr6,44218799,44219900
chr6,44233699,44233800
chr6,44270199,44270500
chr6,44276399,44276500
chr6,44316699,44316800
chr6,44342399,44342900
chr6,44463199,44463300
chr6,44560899,44561900
chr6,44653999,44654100
chr6,44727999,44728100
chr6,45420099,45420300
chr6,45420899,45421000
chr6,45423099,45424500
chr6,45431799,45431900
chr6,45556599,45556700
chr6,45586399,45586600
chr6,45663399,45664200
chr6,45737599,45737700
chr6,45743199,45743300
chr6,45816699,45816800
chr6,45929499,45929600
chr6,46014599,46014800
chr6,46770999,46771100
chr6,47315299,47315400
chr6,47505799,47505900
chr6,48069399,48069700
chr6,49550599,49551700
chr6,50240399,50240500
chr6,50706599,50707000
chr6,50714099,50714200
chr6,50714999,50715500
chr6,50722899,50723000
chr6,50724399,50724700
chr6,50817399,50817700
chr6,50818799,50819100
chr6,50819599,50820700
chr6,50821599,50822300
chr6,50823299,50824000
chr6,50825599,50826200
chr6,50831299,50831400
chr6,50835999,50836600
chr6,50837999,50838200
chr6,50840099,50841100
chr6,50842699,50844100
chr6,50845499,50846700
chr6,50849199,50849700
chr6,50850899,50851800
chr6,51213699,51214100
chr6,51976599,51976700
chr6,52307299,52307400
chr6,52361499,52361600
chr6,52362699,52363300
chr6,52395199,52395300
chr6,52419399,52419500
chr6,52485999,52486100
chr6,52575599,52575700
chr6,52581099,52581200
chr6,52635199,52635300
chr6,53048899,53049000
chr6,53277999,53278100
chr6,53359599,53359900
chr6,53741599,53741800
chr6,54846699,54847100
chr6,55174599,55174800
chr6,55578599,55579400
chr6,56124699,56124800
chr6,56247399,56247500
chr6,56370199,56370300
chr6,56719599,56719700
chr6,56851299,56851700
chr6,56953599,56954300
chr6,56955999,56956200
chr6,57288099,57288200
chr6,57792799,57793700
chr6,57799499,57800300
chr6,57808399,57809200
chr6,57813399,57814000
chr6,57821399,57821700
chr6,57822299,57823300
chr6,58263099,58263200
chr6,61845499,61845600
chr6,61894699,61894800
chr6,62445599,62445700
chr6,63227499,63227600
chr6,63326499,63326600
chr6,63878599,63878800
chr6,68533699,68533800
chr6,68861299,68861400
chr6,68883399,68883500
chr6,69515499,69515600
chr6,69966199,69966300
chr6,70282299,70283400
chr6,70925599,70925700
chr6,70957399,70957600
chr6,71266599,71266700
chr6,71561499,71561600
chr6,71887199,71887400
chr6,72619899,72621900
chr6,73156899,73157000
chr6,73314799,73315200
chr6,73451199,73452100
chr6,73580399,73580900
chr6,73695599,73695800
chr6,73714199,73714300
chr6,73722899,73723000
chr6,73739499,73739600
chr6,75201799,75202900
chr6,75206799,75208500
chr6,75349699,75350100
chr6,75869899,75870000
chr6,75935399,75935500
chr6,76984199,76984300
chr6,76992699,76992800
chr6,77462499,77464400
chr6,77466899,77467200
chr6,77649999,77650800
chr6,78629199,78629600
chr6,78676499,78676600
chr6,78910199,78911300
chr6,81214799,81215100
chr6,81750099,81750200
chr6,81751399,81751700
chr6,81762799,81762900
chr6,82004399,82004500
chr6,82101599,82101700
chr6,83191799,83191900
chr6,83431199,83431300
chr6,83707799,83708500
chr6,83853199,83854300
chr6,84587699,84587800
chr6,84711999,84712100
chr6,84762999,84764900
chr6,84766399,84766500
chr6,84772799,84772900
chr6,84773299,84775100
chr6,84786999,84787100
chr6,84899599,84899700
chr6,85334899,85335000
chr6,85450699,85450800
chr6,85705399,85705500
chr6,85958499,85958600
chr6,86272499,86272600
chr6,86283899,86284000
chr6,86284899,86285000
chr6,86474199,86474300
chr6,86670999,86671100
chr6,86694999,86695100
chr6,87009799,87009900
chr6,87140099,87140200
chr6,87151999,87152600
chr6,87240099,87240200
chr6,87740899,87741100
chr6,87751099,87751200
chr6,87948199,87948300
chr6,88001499,88001600
chr6,88099699,88099800
chr6,88166799,88167800
chr6,88253299,88253400
chr6,88406499,88406600
chr6,88588299,88588400
chr6,89271499,89271600
chr6,89433699,89433900
chr6,90294699,90294800
chr6,90369199,90369300
chr6,90610299,90610400
chr6,92011999,92012100
chr6,96015499,96015700
chr6,96016199,96016300
chr6,96638099,96638200
chr6,97349799,97349900
chr6,97979099,97979600
chr6,98272299,98272400
chr6,98824199,98825200
chr6,98825599,98825800
chr6,98827399,98827500
chr6,98829299,98829400
chr6,98830999,98831100
chr6,98832399,98833100
chr6,98833499,98833700
chr6,98842399,98843000
chr6,98843399,98843800
chr6,98847799,98848700
chr6,98910799,98910900
chr6,99590699,99591700
chr6,99602499,99604000
chr6,99604599,99604700
chr6,99605399,99605600
chr6,99606899,99607900
chr6,99609199,99609300
chr6,99612699,99615200
chr6,99618999,99619500
chr6,99650099,99650200
chr6,99993599,99994300
chr6,100281699,100281800
chr6,100446499,100449800
chr6,100453799,100453900
chr6,100455499,100456600
chr6,100457499,100458900
chr6,100461299,100461700
chr6,100463799,100465500
chr6,100465999,100466100
chr6,100466999,100468000
chr6,100469099,100469700
chr6,100712999,100713100
chr6,101066699,101066800
chr6,101398799,101399900
chr6,101401799,101403500
chr6,102798899,102799000
chr6,103320899,103321000
chr6,103677399,103677500
chr6,103708999,103709100
chr6,103801999,103802100
chr6,104446499,104446600
chr6,104952999,104953900
chr6,104958099,104958600
chr6,105136099,105136500
chr6,105302499,105303000
chr6,105853699,105853800
chr6,105880299,105880500
chr6,105900399,105900600
chr6,105981199,105981700
chr6,105985899,105986400
chr6,105992999,105993100
chr6,105993499,105994600
chr6,106087699,106087800
chr6,106163999,106164100
chr6,106269399,106269500
chr6,106509599,106509800
chr6,106519999,106520100
chr6,107487999,107489300
chr6,107666499,107666600
chr6,107699899,107700000
chr6,107728299,107728400
chr6,107822399,107822500
chr6,108113699,108114500
chr6,108114899,108116000
chr6,108116799,108117500
chr6,108118299,108118400
chr6,108118799,108120100
chr6,108121599,108122000
chr6,108123499,108123800
chr6,108160199,108160300
chr6,108163699,108164000
chr6,108164399,108170300
chr6,108170699,108171600
chr6,108174399,108175700
chr6,108176299,108176500
chr6,108727999,108728100
chr6,109250999,109251100
chr6,109454999,109455100
chr6,109978299,109978400
chr6,110340699,110340800
chr6,110357599,110358700
chr6,110475399,110476300
chr6,110555199,110555300
chr6,110859399,110859500
chr6,111088599,111088700
chr6,111211599,111211700
chr6,112266399,112266500
chr6,113564999,113565100
chr6,113873299,113873400
chr6,114282499,114282600
chr6,114341399,114341900
chr6,114568799,114568900
chr6,114697599,114697700
chr6,114805299,114805700
chr6,116370299,116370900
chr6,116392299,116392400
chr6,116461799,116462600
chr6,116475799,116475900
chr6,116764899,116765800
chr6,116779299,116779400
chr6,116876399,116876800
chr6,117263499,117263600
chr6,117264699,117264900
chr6,117265299,117266100
chr6,117269999,117270500
chr6,117270899,117271200
chr6,117547699,117547800
chr6,121437399,121438100
chr6,122996099,122996600
chr6,123201899,123202100
chr6,125002599,125002700
chr6,125154999,125155100
chr6,125746399,125747100
chr6,125747899,125748000
chr6,127118099,127118300
chr6,127120499,127120600
chr6,127514699,127515100
chr6,127518599,127518900
chr6,127519399,127519500
chr6,128882999,128883500
chr6,129672099,129672200
chr6,129683099,129683200
chr6,129685999,129686100
chr6,129767399,129767500
chr6,130365099,130365500
chr6,130366299,130366800
chr6,130632399,130632500
chr6,131061799,131062500
chr6,131281499,131282000
chr6,132313699,132313800
chr6,132400899,132401200
chr6,132401899,132402100
chr6,132490599,132490700
chr6,133240399,133243000
chr6,133854699,133855300
chr6,133889499,133890300
chr6,133892799,133893200
chr6,133895799,133896300
chr6,134115299,134115400
chr6,134176299,134176600
chr6,134177999,134178700
chr6,134317599,134317800
chr6,134519599,134519700
chr6,134632899,134633200
chr6,135108799,135108900
chr6,135149599,135149700
chr6,135183599,135183700
chr6,135209999,135210100
chr6,135287399,135287500
chr6,135323199,135323300
chr6,135938599,135938700
chr6,136200899,136201000
chr6,136334999,136335100
chr6,136526199,136526700
chr6,136647599,136647700
chr6,136752599,136752700
chr6,136756399,136756600
chr6,136784299,136784400
chr6,136920399,136921400
chr6,136922599,136923900
chr6,136989699,136990300
chr6,137001599,137001700
chr6,137216999,137217100
chr6,137282399,137282600
chr6,137352099,137352200
chr6,137487499,137490300
chr6,137492399,137497700
chr6,137513399,137513800
chr6,137517399,137517600
chr6,137522999,137523100
chr6,137551999,137552100
chr6,137677799,137677900
chr6,137724999,137725100
chr6,137846899,137847000
chr6,137904999,137905200
chr6,137925299,137925400
chr6,137975099,137975200
chr6,138092799,138092900
chr6,138403499,138403600
chr6,138572099,138572200
chr6,138592499,138592600
chr6,138593299,138593400
chr6,138796099,138796400
chr6,138857799,138858000
chr6,139029899,139030100
chr6,139279899,139280100
chr6,139291999,139292200
chr6,139472599,139472700
chr6,139473499,139473700
chr6,139639599,139639700
chr6,139697199,139697400
chr6,141562299,141562400
chr6,142088299,142088900
