seqnames,start,end,width,strand,annot.seqnames,annot.start,annot.end,annot.width,annot.strand,annot.id,annot.tx_id,annot.gene_id,annot.symbol,annot.type
chr2,170212699,170213400,702,*,chr2,170200285,170214378,14094,+,intron:144436,ENST00000438642.6,140469,MYO3B,hg38_genes_introns
chr2,170212699,170213400,702,*,chr2,170200285,170214378,14094,+,intron:144469,ENST00000317935.10,140469,MYO3B,hg38_genes_introns
chr2,170212699,170213400,702,*,chr2,170200285,170214378,14094,+,intron:144503,ENST00000409044.7,140469,MYO3B,hg38_genes_introns
chr2,170212699,170213400,702,*,chr2,170200285,170214378,14094,+,intron:144536,ENST00000408978.9,140469,MYO3B,hg38_genes_introns
chr2,170212699,170213400,702,*,chr2,170200285,170214378,14094,+,intron:144570,ENST00000484338.6,140469,MYO3B,hg38_genes_introns
chr2,170212699,170213400,702,*,chr2,170200285,170214378,14094,+,intron:144595,ENST00000442690.1,140469,MYO3B,hg38_genes_introns
chr2,170212699,170213400,702,*,chr2,170200285,170214378,14094,+,intron:144603,ENST00000602629.1,140469,MYO3B,hg38_genes_introns
chr2,170212699,170213400,702,*,chr2,169832120,170707811,875692,*,inter:2799,NA,NA,NA,hg38_cpg_inter
chr2,172196799,172197100,302,*,chr2,172144977,172298196,153220,+,intron:145219,ENST00000667725.1,107985960,LOC107985960,hg38_genes_introns
chr2,172196799,172197100,302,*,chr2,172144977,172298196,153220,+,intron:145223,ENST00000662340.1,107985960,LOC107985960,hg38_genes_introns
chr2,172196799,172197100,302,*,chr2,172177008,172230753,53746,*,inter:2812,NA,NA,NA,hg38_cpg_inter
chr2,176114799,176115200,402,*,chr2,176111778,176115777,4000,+,1to5kb:26586,ENST00000249501.5,3236,HOXD10,hg38_genes_1to5kb
chr2,176114799,176115200,402,*,chr2,176109359,176118953,9595,+,intron:145881,ENST00000490088.2,3236,HOXD10,hg38_genes_introns
chr2,176114799,176115200,402,*,chr2,176111517,176118953,7437,+,intron:145883,ENST00000549469.1,3236,HOXD10,hg38_genes_introns
chr2,176114799,176115200,402,*,chr2,176112813,176116036,3224,*,shore:6806,NA,NA,NA,hg38_cpg_shores
chr2,201261199,201261800,602,*,chr2,201260956,201261955,1000,+,promoter:27469,ENST00000429881.1,841,CASP8,hg38_genes_promoters
chr2,201261199,201261800,602,*,chr2,201234113,201266460,32348,+,intron:150580,ENST00000392263.6,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201234113,201266460,32348,+,intron:150588,ENST00000264274.13,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201234113,201266486,32374,+,intron:150594,ENST00000432109.6,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201234113,201266460,32348,+,intron:150605,ENST00000264275.9,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201234113,201266460,32348,+,intron:150614,ENST00000471383.5,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201234113,201271515,37403,+,intron:150618,ENST00000450491.5,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201234113,201266486,32374,+,intron:150623,ENST00000440732.5,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201234113,201266460,32348,+,intron:150626,ENST00000392258.7,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201258033,201266460,8428,+,intron:150632,ENST00000447616.5,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201258383,201266460,8078,+,intron:150636,ENST00000358485.8,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201258155,201266460,8306,+,intron:150644,ENST00000392266.7,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201258383,201266486,8104,+,intron:150650,ENST00000437283.5,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201258155,201266460,8306,+,intron:150653,ENST00000413726.5,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201258155,201271515,13361,+,intron:150657,ENST00000490412.5,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201258383,201266460,8078,+,intron:150659,ENST00000339403.6,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201260614,201266460,5847,+,intron:150667,ENST00000323492.11,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201260614,201266460,5847,+,intron:150674,ENST00000673742.1,841,CASP8,hg38_genes_introns
chr2,201261199,201261800,602,*,chr2,201122987,201447129,324143,*,inter:2913,NA,NA,NA,hg38_cpg_inter
chr2,216475199,216475800,602,*,chr2,216475269,216475451,183,+,exon:181906,ENST00000357276.9,50485,SMARCAL1,hg38_genes_exons
chr2,216475199,216475800,602,*,chr2,216475269,216475451,183,+,exon:181930,ENST00000358207.9,50485,SMARCAL1,hg38_genes_exons
chr2,216475199,216475800,602,*,chr2,216475269,216475451,183,+,exon:181954,ENST00000392128.6,50485,SMARCAL1,hg38_genes_exons
chr2,216475199,216475800,602,*,chr2,216468047,216475268,7222,+,intron:153935,ENST00000357276.9,50485,SMARCAL1,hg38_genes_introns
chr2,216475199,216475800,602,*,chr2,216475452,216477108,1657,+,intron:153936,ENST00000357276.9,50485,SMARCAL1,hg38_genes_introns
chr2,216475199,216475800,602,*,chr2,216468047,216475268,7222,+,intron:153956,ENST00000358207.9,50485,SMARCAL1,hg38_genes_introns
chr2,216475199,216475800,602,*,chr2,216475452,216477108,1657,+,intron:153957,ENST00000358207.9,50485,SMARCAL1,hg38_genes_introns
chr2,216475199,216475800,602,*,chr2,216468047,216475268,7222,+,intron:153976,ENST00000392128.6,50485,SMARCAL1,hg38_genes_introns
chr2,216475199,216475800,602,*,chr2,216475452,216477108,1657,+,intron:153977,ENST00000392128.6,50485,SMARCAL1,hg38_genes_introns
chr2,216475199,216475800,602,*,chr2,216416835,216494800,77966,*,inter:2974,NA,NA,NA,hg38_cpg_inter
chr2,218287799,218288300,502,*,chr2,218286850,218287849,1000,-,promoter:37038,ENST00000444881.5,64114,TMBIM1,hg38_genes_promoters
chr2,218287799,218288300,502,*,chr2,218287304,218288303,1000,-,promoter:37048,ENST00000418569.5,64114,TMBIM1,hg38_genes_promoters
chr2,218287799,218288300,502,*,chr2,218287292,218288291,1000,-,promoter:37052,ENST00000444000.5,64114,TMBIM1,hg38_genes_promoters
chr2,218287799,218288300,502,*,chr2,218286935,218290934,4000,-,1to5kb:37037,ENST00000396809.6,64114,TMBIM1,hg38_genes_1to5kb
chr2,218287799,218288300,502,*,chr2,218287850,218291849,4000,-,1to5kb:37038,ENST00000444881.5,64114,TMBIM1,hg38_genes_1to5kb
chr2,218287799,218288300,502,*,chr2,218287009,218291008,4000,-,1to5kb:37051,ENST00000453776.5,64114,TMBIM1,hg38_genes_1to5kb
chr2,218287799,218288300,502,*,chr2,218288292,218292291,4000,-,1to5kb:37052,ENST00000444000.5,64114,TMBIM1,hg38_genes_1to5kb
chr2,218287799,218288300,502,*,chr2,218271550,218339782,68233,+,intron:154251,ENST00000273077.9,25953,PNKD,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218271550,218317954,46405,+,intron:154260,ENST00000472650.1,105373880,LOC105373880,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218282182,218292465,10284,-,intron:209222,ENST00000258412.8,64114,TMBIM1,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218280127,218292465,12339,-,intron:209264,ENST00000445635.5,64114,TMBIM1,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218282182,218292465,10284,-,intron:209274,ENST00000437694.6,64114,TMBIM1,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218282182,218289965,7784,-,intron:209290,ENST00000429501.5,64114,TMBIM1,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218280127,218292465,12339,-,intron:209295,ENST00000466012.5,64114,TMBIM1,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218282182,218292465,10284,-,intron:209307,ENST00000495113.5,64114,TMBIM1,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218285939,218292465,6527,-,intron:209316,ENST00000440422.5,64114,TMBIM1,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218284137,218292465,8329,-,intron:209320,ENST00000444183.5,64114,TMBIM1,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218285935,218292465,6531,-,intron:209328,ENST00000453281.5,64114,TMBIM1,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218285939,218289965,4027,-,intron:209331,ENST00000451181.5,64114,TMBIM1,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218285939,218292465,6527,-,intron:209334,ENST00000434015.2,64114,TMBIM1,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218284161,218292465,8305,-,intron:209336,ENST00000413976.1,64114,TMBIM1,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218284267,218292465,8199,-,intron:209338,ENST00000420341.1,64114,TMBIM1,hg38_genes_introns
chr2,218287799,218288300,502,*,chr2,218288254,218290253,2000,*,shelf:6256,NA,NA,NA,hg38_cpg_shelves
chr2,218287799,218288300,502,*,chr2,218274671,218288253,13583,*,inter:2984,NA,NA,NA,hg38_cpg_inter
chr2,221465999,221466200,202,*,chr2,221457991,221482351,24361,-,intron:210729,ENST00000281821.7,2043,EPHA4,hg38_genes_introns
chr2,221465999,221466200,202,*,chr2,221457991,221482351,24361,-,intron:210747,ENST00000409854.5,2043,EPHA4,hg38_genes_introns
chr2,221465999,221466200,202,*,chr2,221457991,221482351,24361,-,intron:210763,ENST00000409938.5,2043,EPHA4,hg38_genes_introns
chr2,221465999,221466200,202,*,chr2,221457991,221482351,24361,-,intron:210772,ENST00000443796.5,2043,EPHA4,hg38_genes_introns
chr2,221465999,221466200,202,*,chr2,221457991,221482351,24361,-,intron:210774,ENST00000441679.1,2043,EPHA4,hg38_genes_introns
chr2,221465999,221466200,202,*,chr2,219632066,221567009,1934944,*,inter:3022,NA,NA,NA,hg38_cpg_inter
chr2,227460099,227460300,202,*,chr2,227329786,227468035,138250,*,inter:3041,NA,NA,NA,hg38_cpg_inter
chr2,232871499,232871700,202,*,chr2,232870428,232874427,4000,+,1to5kb:28967,ENST00000449331.3,389084,SNORC,hg38_genes_1to5kb
chr2,232871499,232871700,202,*,chr2,232870610,232874609,4000,+,1to5kb:28968,ENST00000476690.1,389084,SNORC,hg38_genes_1to5kb
chr2,232871499,232871700,202,*,chr2,232870799,232874798,4000,+,1to5kb:28969,ENST00000467665.1,389084,SNORC,hg38_genes_1to5kb
chr2,232871499,232871700,202,*,chr2,232871521,232875520,4000,+,1to5kb:28970,ENST00000481155.1,NA,NA,hg38_genes_1to5kb
chr2,232871499,232871700,202,*,chr2,232870415,232875939,5525,+,intron:160124,ENST00000409533.5,389084,SNORC,hg38_genes_introns
chr2,232871499,232871700,202,*,chr2,232870415,232875939,5525,+,intron:160127,ENST00000409230.5,389084,SNORC,hg38_genes_introns
chr2,232871499,232871700,202,*,chr2,232870415,232875939,5525,+,intron:160129,ENST00000331342.4,389084,SNORC,hg38_genes_introns
chr2,232871499,232871700,202,*,chr2,232701838,232871957,170120,*,inter:3085,NA,NA,NA,hg38_cpg_inter
chr2,233481899,233482000,102,*,chr2,233481643,233482642,1000,-,promoter:37638,ENST00000464956.1,55230,USP40,hg38_genes_promoters
chr2,233481899,233482000,102,*,chr2,233481298,233485530,4233,-,intron:212676,ENST00000450966.5,55230,USP40,hg38_genes_introns
chr2,233481899,233482000,102,*,chr2,233481298,233485530,4233,-,intron:212706,ENST00000483519.5,55230,USP40,hg38_genes_introns
chr2,233481899,233482000,102,*,chr2,233481298,233485530,4233,-,intron:212711,ENST00000251722.10,55230,USP40,hg38_genes_introns
chr2,233481899,233482000,102,*,chr2,233481298,233485530,4233,-,intron:212742,ENST00000678225.1,55230,USP40,hg38_genes_introns
chr2,233481899,233482000,102,*,chr2,233481298,233485530,4233,-,intron:212773,ENST00000427112.6,55230,USP40,hg38_genes_introns
chr2,233481899,233482000,102,*,chr2,233481085,233562414,81330,*,inter:3094,NA,NA,NA,hg38_cpg_inter
chr2,239285099,239286000,902,*,chr2,239236665,239352677,116013,-,intron:213495,ENST00000345617.7,9759,HDAC4,hg38_genes_introns
chr2,239285099,239286000,902,*,chr2,239236665,239352677,116013,-,intron:213521,ENST00000543185.6,9759,HDAC4,hg38_genes_introns
chr2,239285099,239286000,902,*,chr2,239236665,239298165,61501,-,intron:213551,ENST00000463007.5,9759,HDAC4,hg38_genes_introns
chr2,239285099,239286000,902,*,chr2,239236665,239352677,116013,-,intron:213568,ENST00000493582.5,9759,HDAC4,hg38_genes_introns
chr2,239285099,239286000,902,*,chr2,239236665,239298165,61501,-,intron:213584,ENST00000535493.5,9759,HDAC4,hg38_genes_introns
chr2,239285099,239286000,902,*,chr2,239236665,239309086,72422,-,intron:213603,ENST00000446876.1,9759,HDAC4,hg38_genes_introns
chr2,239285099,239286000,902,*,chr2,239279302,239396082,116781,*,inter:3157,NA,NA,NA,hg38_cpg_inter
chr2,239531999,239532100,102,*,chr2,239530315,239532314,2000,*,shore:7587,NA,NA,NA,hg38_cpg_shores
chr2,239928499,239928600,102,*,chr2,239895315,239990073,94759,-,intron:213608,ENST00000419408.5,4705,NDUFA10,hg38_genes_introns
chr2,239928499,239928600,102,*,chr2,239912991,240005209,92219,-,intron:213615,ENST00000677057.1,4705,NDUFA10,hg38_genes_introns
chr2,239928499,239928600,102,*,chr2,239912991,239990073,77083,-,intron:213625,ENST00000679183.1,4705,NDUFA10,hg38_genes_introns
chr2,239928499,239928600,102,*,chr2,239926861,239928860,2000,*,shore:7599,NA,NA,NA,hg38_cpg_shores
chr2,240994999,240996200,1202,*,chr2,240993618,240997617,4000,+,1to5kb:29365,ENST00000310397.13,25992,SNED1,hg38_genes_1to5kb
chr2,240994999,240996200,1202,*,chr2,240993838,240997837,4000,+,1to5kb:29366,ENST00000401884.5,25992,SNED1,hg38_genes_1to5kb
chr2,240994999,240996200,1202,*,chr2,240993838,240997837,4000,+,1to5kb:29367,ENST00000405547.7,25992,SNED1,hg38_genes_1to5kb
chr2,240994999,240996200,1202,*,chr2,240994299,240996298,2000,*,shelf:6695,NA,NA,NA,hg38_cpg_shelves
chr3,5011599,5012000,402,*,chr3,4991219,5022350,31132,*,inter:3236,NA,NA,NA,hg38_cpg_inter
chr3,6862399,6863100,702,*,chr3,6861743,6862742,1000,+,promoter:38356,ENST00000435689.5,2917,GRM7,hg38_genes_promoters
chr3,6862399,6863100,702,*,chr3,6862743,6862980,238,+,5UTR:25478,ENST00000435689.5,2917,GRM7,hg38_genes_5UTRs
chr3,6862399,6863100,702,*,chr3,6862743,6863001,259,+,exon:256002,ENST00000435689.5,2917,GRM7,hg38_genes_exons
chr3,6862399,6863100,702,*,chr3,6828705,6884219,55515,+,intron:217580,ENST00000443259.1,2917,GRM7,hg38_genes_introns
chr3,6862399,6863100,702,*,chr3,6828705,7146451,317747,+,intron:217583,ENST00000448328.6,2917,GRM7,hg38_genes_introns
chr3,6862399,6863100,702,*,chr3,6861908,7146451,284544,+,intron:217586,ENST00000467425.5,2917,GRM7,hg38_genes_introns
chr3,6862399,6863100,702,*,chr3,6861908,7146451,284544,+,intron:217598,ENST00000357716.9,2917,GRM7,hg38_genes_introns
chr3,6862399,6863100,702,*,chr3,6861908,7146451,284544,+,intron:217607,ENST00000486284.5,2917,GRM7,hg38_genes_introns
chr3,6862399,6863100,702,*,chr3,6861908,7146451,284544,+,intron:217617,ENST00000389335.7,2917,GRM7,hg38_genes_introns
chr3,6862399,6863100,702,*,chr3,6861908,7146451,284544,+,intron:217627,ENST00000389336.8,2917,GRM7,hg38_genes_introns
chr3,6862399,6863100,702,*,chr3,6861908,7146451,284544,+,intron:217636,ENST00000440923.7,2917,GRM7,hg38_genes_introns
chr3,6862399,6863100,702,*,chr3,6863002,6956566,93565,+,intron:217647,ENST00000435689.5,2917,GRM7,hg38_genes_introns
chr3,6862399,6863100,702,*,chr3,6862446,6862954,509,*,island:4236,NA,NA,NA,hg38_cpg_islands
chr3,6862399,6863100,702,*,chr3,6861830,6862445,616,*,shore:7798,NA,NA,NA,hg38_cpg_shores
chr3,6862399,6863100,702,*,chr3,6862955,6864954,2000,*,shore:7799,NA,NA,NA,hg38_cpg_shores
chr3,10231999,10232500,502,*,chr3,10226434,10234458,8025,+,intron:220212,ENST00000256458.5,3656,IRAK2,hg38_genes_introns
chr3,10231999,10232500,502,*,chr3,10232341,10234340,2000,*,shore:7855,NA,NA,NA,hg38_cpg_shores
chr3,10231999,10232500,502,*,chr3,10230341,10232340,2000,*,shelf:6853,NA,NA,NA,hg38_cpg_shelves
chr3,13012699,13013300,602,*,chr3,12941866,13072991,131126,-,intron:260290,ENST00000613206.2,9922,IQSEC1,hg38_genes_introns
chr3,13012699,13013300,602,*,chr3,12941866,13022032,80167,-,intron:260316,ENST00000646269.1,9922,IQSEC1,hg38_genes_introns
chr3,13012699,13013300,602,*,chr3,12941866,13047477,105612,-,intron:260341,ENST00000648114.1,9922,IQSEC1,hg38_genes_introns
chr3,13012699,13013300,602,*,chr3,12941866,13042286,100421,-,intron:260362,ENST00000647458.1,9922,IQSEC1,hg38_genes_introns
chr3,13012699,13013300,602,*,chr3,12999188,13069126,69939,*,inter:3298,NA,NA,NA,hg38_cpg_inter
chr3,13016099,13016700,602,*,chr3,12941866,13072991,131126,-,intron:260290,ENST00000613206.2,9922,IQSEC1,hg38_genes_introns
chr3,13016099,13016700,602,*,chr3,12941866,13022032,80167,-,intron:260316,ENST00000646269.1,9922,IQSEC1,hg38_genes_introns
chr3,13016099,13016700,602,*,chr3,12941866,13047477,105612,-,intron:260341,ENST00000648114.1,9922,IQSEC1,hg38_genes_introns
chr3,13016099,13016700,602,*,chr3,12941866,13042286,100421,-,intron:260362,ENST00000647458.1,9922,IQSEC1,hg38_genes_introns
chr3,13016099,13016700,602,*,chr3,12999188,13069126,69939,*,inter:3298,NA,NA,NA,hg38_cpg_inter
chr3,13066399,13066500,102,*,chr3,12941866,13072991,131126,-,intron:260290,ENST00000613206.2,9922,IQSEC1,hg38_genes_introns
chr3,13066399,13066500,102,*,chr3,13047523,13164103,116581,-,intron:260342,ENST00000648114.1,9922,IQSEC1,hg38_genes_introns
chr3,13066399,13066500,102,*,chr3,12999188,13069126,69939,*,inter:3298,NA,NA,NA,hg38_cpg_inter
chr3,15269499,15269900,402,*,chr3,15269737,15269877,141,-,5UTR:30982,ENST00000426925.5,9467,SH3BP5,hg38_genes_5UTRs
chr3,15269499,15269900,402,*,chr3,15269737,15269877,141,-,5UTR:30986,ENST00000408919.7,9467,SH3BP5,hg38_genes_5UTRs
chr3,15269499,15269900,402,*,chr3,15269737,15269877,141,-,5UTR:30988,ENST00000366391.6,9467,SH3BP5,hg38_genes_5UTRs
chr3,15269499,15269900,402,*,chr3,15269737,15269877,141,-,5UTR:30992,ENST00000417936.5,9467,SH3BP5,hg38_genes_5UTRs
chr3,15269499,15269900,402,*,chr3,15269713,15269877,165,-,exon:307037,ENST00000383791.8,9467,SH3BP5,hg38_genes_exons
chr3,15269499,15269900,402,*,chr3,15269713,15269877,165,-,exon:307052,ENST00000426925.5,9467,SH3BP5,hg38_genes_exons
chr3,15269499,15269900,402,*,chr3,15269713,15269877,165,-,exon:307061,ENST00000408919.7,9467,SH3BP5,hg38_genes_exons
chr3,15269499,15269900,402,*,chr3,15269713,15269877,165,-,exon:307068,ENST00000366391.6,9467,SH3BP5,hg38_genes_exons
chr3,15269499,15269900,402,*,chr3,15269713,15269877,165,-,exon:307075,ENST00000450625.1,9467,SH3BP5,hg38_genes_exons
chr3,15269499,15269900,402,*,chr3,15269713,15269877,165,-,exon:307079,ENST00000417936.5,9467,SH3BP5,hg38_genes_exons
chr3,15269499,15269900,402,*,chr3,15269843,15269877,35,-,exon:307085,ENST00000465894.6,9467,SH3BP5,hg38_genes_exons
chr3,15269499,15269900,402,*,chr3,15262290,15269712,7423,-,intron:260702,ENST00000383791.8,9467,SH3BP5,hg38_genes_introns
chr3,15269499,15269900,402,*,chr3,15269878,15304102,34225,-,intron:260703,ENST00000383791.8,9467,SH3BP5,hg38_genes_introns
chr3,15269499,15269900,402,*,chr3,15258884,15332270,73387,-,intron:260708,ENST00000412806.1,9467,SH3BP5,hg38_genes_introns
chr3,15269499,15269900,402,*,chr3,15262290,15269712,7423,-,intron:260713,ENST00000426925.5,9467,SH3BP5,hg38_genes_introns
chr3,15269499,15269900,402,*,chr3,15269878,15271600,1723,-,intron:260714,ENST00000426925.5,9467,SH3BP5,hg38_genes_introns
chr3,15269499,15269900,402,*,chr3,15262290,15269712,7423,-,intron:260723,ENST00000408919.7,9467,SH3BP5,hg38_genes_introns
chr3,15269499,15269900,402,*,chr3,15269878,15304102,34225,-,intron:260724,ENST00000408919.7,9467,SH3BP5,hg38_genes_introns
chr3,15269499,15269900,402,*,chr3,15262290,15269712,7423,-,intron:260729,ENST00000366391.6,9467,SH3BP5,hg38_genes_introns
chr3,15269499,15269900,402,*,chr3,15269878,15275667,5790,-,intron:260730,ENST00000366391.6,9467,SH3BP5,hg38_genes_introns
chr3,15269499,15269900,402,*,chr3,15262290,15269712,7423,-,intron:260731,ENST00000450625.1,9467,SH3BP5,hg38_genes_introns
chr3,15269499,15269900,402,*,chr3,15269878,15304102,34225,-,intron:260732,ENST00000450625.1,9467,SH3BP5,hg38_genes_introns
chr3,15269499,15269900,402,*,chr3,15262290,15269712,7423,-,intron:260735,ENST00000417936.5,9467,SH3BP5,hg38_genes_introns
chr3,15269499,15269900,402,*,chr3,15269878,15273115,3238,-,intron:260736,ENST00000417936.5,9467,SH3BP5,hg38_genes_introns
chr3,15269499,15269900,402,*,chr3,15269878,15273115,3238,-,intron:260738,ENST00000465894.6,9467,SH3BP5,hg38_genes_introns
chr3,15269499,15269900,402,*,chr3,15269713,15269877,165,-,3UTR:36927,ENST00000450625.1,9467,SH3BP5,hg38_genes_3UTRs
chr3,15269499,15269900,402,*,chr3,15210814,15327806,116993,*,inter:3326,NA,NA,NA,hg38_cpg_inter
chr3,31714599,31714700,102,*,chr3,31711991,31715990,4000,+,1to5kb:39439,ENST00000444503.1,100874206,OSBPL10-AS1,hg38_genes_1to5kb
chr3,31714599,31714700,102,*,chr3,31714620,31714912,293,+,exon:263395,ENST00000447181.1,NA,NA,hg38_genes_exons
chr3,31714599,31714700,102,*,chr3,31711066,31718222,7157,+,intron:223952,ENST00000428872.6,100874206,OSBPL10-AS1,hg38_genes_introns
chr3,31714599,31714700,102,*,chr3,31711066,31718148,7083,+,intron:223956,ENST00000418728.6,100874206,OSBPL10-AS1,hg38_genes_introns
chr3,31714599,31714700,102,*,chr3,31714080,31714619,540,+,intron:223959,ENST00000447181.1,NA,NA,hg38_genes_introns
chr3,31714599,31714700,102,*,chr3,31709347,31718222,8876,+,intron:223960,ENST00000436598.1,100874206,OSBPL10-AS1,hg38_genes_introns
chr3,31714599,31714700,102,*,chr3,31710777,31718148,7372,+,intron:223963,ENST00000417313.2,100874206,OSBPL10-AS1,hg38_genes_introns
chr3,31714599,31714700,102,*,chr3,31702509,31733256,30748,-,intron:262951,ENST00000429492.6,114884,OSBPL10,hg38_genes_introns
chr3,31714599,31714700,102,*,chr3,31702509,31733256,30748,-,intron:262959,ENST00000396556.7,114884,OSBPL10,hg38_genes_introns
chr3,31714599,31714700,102,*,chr3,31702509,31733256,30748,-,intron:262970,ENST00000438237.6,114884,OSBPL10,hg38_genes_introns
chr3,31714599,31714700,102,*,chr3,31702509,31733256,30748,-,intron:262977,ENST00000673388.1,114884,OSBPL10,hg38_genes_introns
chr3,31714599,31714700,102,*,chr3,31537791,31976476,438686,*,inter:3362,NA,NA,NA,hg38_cpg_inter
chr3,32449299,32449400,102,*,chr3,32448515,32449514,1000,+,promoter:39461,ENST00000487007.1,112616,CMTM7,hg38_genes_promoters
chr3,32449299,32449400,102,*,chr3,32446003,32450002,4000,+,1to5kb:39462,ENST00000464689.1,112616,CMTM7,hg38_genes_1to5kb
chr3,32449299,32449400,102,*,chr3,32442014,32452391,10378,+,intron:224004,ENST00000349718.8,112616,CMTM7,hg38_genes_introns
chr3,32449299,32449400,102,*,chr3,32442014,32449453,7440,+,intron:224007,ENST00000334983.10,112616,CMTM7,hg38_genes_introns
chr3,32449299,32449400,102,*,chr3,32442014,32449453,7440,+,intron:224011,ENST00000454304.6,112616,CMTM7,hg38_genes_introns
chr3,32449299,32449400,102,*,chr3,32442014,32454240,12227,+,intron:224015,ENST00000465248.1,112616,CMTM7,hg38_genes_introns
chr3,32449299,32449400,102,*,chr3,32405964,32463772,57809,*,inter:3367,NA,NA,NA,hg38_cpg_inter
chr3,37061099,37061200,102,*,chr3,37058911,37063741,4831,-,intron:263779,ENST00000336686.9,9209,LRRFIP2,hg38_genes_introns
chr3,37061099,37061200,102,*,chr3,37058911,37063741,4831,-,intron:263806,ENST00000354379.8,9209,LRRFIP2,hg38_genes_introns
chr3,37061099,37061200,102,*,chr3,37058911,37063741,4831,-,intron:263819,ENST00000460646.5,9209,LRRFIP2,hg38_genes_introns
chr3,37061099,37061200,102,*,chr3,37058911,37063741,4831,-,intron:263823,ENST00000421276.6,9209,LRRFIP2,hg38_genes_introns
chr3,37061099,37061200,102,*,chr3,37058911,37063741,4831,-,intron:263837,ENST00000496479.5,9209,LRRFIP2,hg38_genes_introns
chr3,37061099,37061200,102,*,chr3,37058911,37063741,4831,-,intron:263842,ENST00000396428.6,9209,LRRFIP2,hg38_genes_introns
chr3,37061099,37061200,102,*,chr3,37058911,37063741,4831,-,intron:263860,ENST00000440230.5,9209,LRRFIP2,hg38_genes_introns
chr3,37061099,37061200,102,*,chr3,37058911,37063741,4831,-,intron:263871,ENST00000440742.2,9209,LRRFIP2,hg38_genes_introns
chr3,37061099,37061200,102,*,chr3,36997866,37171561,173696,*,inter:3385,NA,NA,NA,hg38_cpg_inter
chr3,38566299,38566400,102,*,chr3,38562538,38566408,3871,-,intron:264214,ENST00000414099.6,6331,SCN5A,hg38_genes_introns
chr3,38566299,38566400,102,*,chr3,38562538,38566408,3871,-,intron:264240,ENST00000333535.9,6331,SCN5A,hg38_genes_introns
chr3,38566299,38566400,102,*,chr3,38562538,38566408,3871,-,intron:264267,ENST00000413689.6,6331,SCN5A,hg38_genes_introns
chr3,38566299,38566400,102,*,chr3,38562538,38566408,3871,-,intron:264294,ENST00000423572.7,6331,SCN5A,hg38_genes_introns
chr3,38566299,38566400,102,*,chr3,38562538,38566408,3871,-,intron:264321,ENST00000455624.6,6331,SCN5A,hg38_genes_introns
chr3,38566299,38566400,102,*,chr3,38562538,38566408,3871,-,intron:264347,ENST00000450102.6,6331,SCN5A,hg38_genes_introns
chr3,38566299,38566400,102,*,chr3,38562538,38566408,3871,-,intron:264372,ENST00000449557.6,6331,SCN5A,hg38_genes_introns
chr3,38566299,38566400,102,*,chr3,38500581,38644917,144337,*,inter:3397,NA,NA,NA,hg38_cpg_inter
chr3,46203899,46204000,102,*,chr3,46201711,46204324,2614,-,exon:313032,ENST00000296140.4,1230,CCR1,hg38_genes_exons
chr3,46203899,46204000,102,*,chr3,46163863,46210690,46828,+,intron:228782,ENST00000357422.2,1232,CCR3,hg38_genes_introns
chr3,46203899,46204000,102,*,chr3,45999982,46460670,460689,*,inter:3463,NA,NA,NA,hg38_cpg_inter
chr3,52070799,52071300,502,*,chr3,52061637,52150254,88618,*,inter:3558,NA,NA,NA,hg38_cpg_inter
chr3,56915999,56916500,502,*,chr3,56916472,56917471,1000,-,promoter:48427,ENST00000496106.5,50650,ARHGEF3,hg38_genes_promoters
